website,domain,school_name,phone,grades,csz,street_address
,,Evans-Brant Central School District (Lake Shore), (716) 926-2201,K-12,"Angola, NY 14006",959 Beach Road
,,Farmingdale Union Free School District, (516) 752-6510,K-12,"Farmingdale, NY 11735",50 Van Cott Avenue
,,Elwood Union Free School District, (631) 266-5400,K-12,"Greenlawn, NY 11740",100 Kenneth Avenue
,,Elmwood Village Charter School, (716) 886-4581,K-8,"Buffalo, NY 14201",124 Elmwood Ave
,,Elmsford Union Free School District, (914) 592-6632,PK-12,"Elmsford, NY 10523",98 South Goodwin Avenue
,,Elmira Heights Central School District, (607) 734-7114,PK-12,"Elmira Heights, NY 14903",2083 College Avenue
,,Elmont Union Free School District, (516) 326-5500,PK-6,"Elmont, NY 11003",135 Elmont Road
,,Ellicottville Central School District, (716) 699-2368,PK-12,"Ellicottville, NY 14731",5873 U.S. 219
,,Elmira City School District, (607) 735-3010,PK-12,"Elmira, NY 14901",951 Hoffman Street
,,Ellenville Central School District, (845) 647-0100,PK-12,"Ellenville, NY 12428",28 Maple Avenue
,,Elizabethtown-Lewis Central School District, (518) 873-6371,K-12,"Elizabethtown, NY 12932",7530 Court Street
,,Edmeston Central School District, (607) 965-8931,PK-12,"Edmeston, NY 13335",11 North Street
,,Edwards-Knox Central School District, (315) 562-8141,PK-12,"Russell, NY 13684",2512 County Road 24
,,Edinburg Common School District, (518) 863-8412,PK-11,"Northville, NY 12134",4 Johnson Road
,,Elba Central School District, (585) 757-9967,PK-12,"Elba, NY 14058",57 South Main Street
,,Eldred Central School District, (845) 456-1100,PK-12,"Eldred, NY 12732",600 New York 55
,,Edgemont Union Free School District, (914) 472-7768,K-12,"Scarsdale, NY 10583",300 White Oak Ln
,,Eden Central School District, (716) 992-3629,PK-12,"Eden, NY 14057",3150 Schoolview Road
,,Eastport-South Manor Central School District, (631) 801-3011,K-12,"Manorville, NY 11949",149 Dayton Avenue
,,East Williston Union Free School District, (516) 333-3758,K-12,"Old Westbury, NY 11568",11 Bacon Road
,,East Syracuse Minoa Central School District, (315) 434-3012,PK-12,"East Syracuse, NY 13057",407 Fremont Road
,,East Rockaway Union Free School District, (516) 887-8300,K-12,"East Rockaway, NY 11518",443 Ocean Avenue
,,Eastchester Union Free School District, (914) 793-6130,K-12,"Eastchester, NY 10709",580 White Plains Road
,,East Ramapo Central School District (Spring Valley), (845) 577-6011,K-12,"Spring Valley, NY 10977",105 South Madison Avenue
,,East Rochester Union Free School District, (585) 248-6302,PK-12,"East Rochester, NY 14445",222 Woodbine Avenue
http://www.emoschools.org,emoschools.org,East Moriches Union Free School District, (631) 878-0162,PK-8,"East Moriches, NY 11940",9 Adelaide Avenue
,,East Quogue Union Free School District, (631) 653-5210,K-6,"East Quogue, NY 11942",6 Central Avenue
,,East Islip Union Free School District, (631) 224-2010,K-12,"Islip Terrace, NY 11752",1 Craig B Gariepy Avenue
,,East Irondequoit Central School District, (585) 339-1210,PK-12,"Rochester, NY 14609",600 Pardee Road
,,East Hampton Union Free School District, (631) 329-4104,K-12,"East Hampton, NY 11937",4 Long Lane
,,East Greenbush Central School District, (518) 207-2531,K-12,"East Greenbush, NY 12061",29 Englewood Avenue
,,East Aurora Union Free School District, (716) 687-2302,K-12,"East Aurora, NY 14052",430 Main Street
,,East Bloomfield Central School District, (585) 657-6121,PK-12,"Bloomfield, NY 14469",45 Maple Avenue
,,Dunkirk City School District, (716) 366-9300,PK-12,"Dunkirk, NY 14048",620 Marauder Drive
http://eastmeadow.k12.ny.us/,eastmeadow.k12.ny.us,East Meadow Union Free School District, (516) 478-5776,K-12,"Westbury, NY 11590",718 The Plain Road
,,Dundee Central School District, (607) 243-5533,PK-12,"Dundee, NY 14837",55 Water Street
,,Downsville Central School District, (607) 363-2101,PK-12,"Downsville, NY 13755",14784 New York 30
,,Duanesburg Central School District, (518) 895-2279,"K-5, 9-12","Delanson, NY 12053",133 School Drive
,,Dryden Central School District, (607) 844-5361,K-12,"Dryden, NY 13053",118 Freeville Road
,,Dolgeville Central School District, (315) 429-3155,PK-12,"Dolgeville, NY 13329",38 Slawson Street
,,Dobbs Ferry Union Free School District, (914) 693-1506,K-12,"Dobbs Ferry, NY 10522",505 Broadway
,,Deposit Central School District, (607) 467-5380,PK-12,"Deposit, NY 13754",171 2nd Street
,,Delaware Academy Central School District At Delhi, (607) 746-1300,K-12,"Delhi, NY 13753",2 Sheldon Dr
,,Deer Park Union Free School District, (631) 274-4010,PK-12,"Deer Park, NY 11729",1881 Deer Park Avenue
,,Depew Union Free School District, (716) 686-5105,K-12,"Depew, NY 14043",5201 Transit Road
,,Dansville Central School District, (585) 335-4000,PK-12,"Dansville, NY 14437",284 Main Street
,,Crown Point Central School District, (518) 597-4200,PK-12,"Crown Point, NY 12928",2758 Main Street
,,Deruyter Central School District, (315) 852-3400,PK-12,"DeRuyter, NY 13052",711 Railroad Street
,,Cuba-Rushford Central School District, (585) 968-2650,PK-12,"Cuba, NY 14727",5476 New York 305
,,Dalton-Nunda Central School District (Keshequa), (585) 468-2900,PK-12,"Nunda, NY 14517",13 Mill Street
,,Coxsackie-Athens Central School District, (518) 731-1710,K-12,"Coxsackie, NY 12051",24 Sunset Boulevard
,,Croton-Harmon Union Free School District, (914) 271-4793,K-12,"Croton-on-Hudson, NY 10520",10 Gerstein Street
,,Dover Union Free School District, (845) 877-5700,K-12,"Dover Plains, NY 12522",2368 New York 22
,,Cortland City School District, (607) 758-4100,K-12,"Cortland, NY 13045",1 Valley View Drive
,,Corning City School District, (607) 936-3704,PK-12,"Painted Post, NY 14870",165 Charles Street
,,Corinth Central School District, (518) 654-2601,K-12,"Corinth, NY 12822",105 Oak Street
http://www.ccsknights.org/ccsknights/site/default.asp,ccsknights.org,Copenhagen Central School District, (315) 688-4411,PK-12,"Copenhagen, NY 13626",3020 Mechanic Street
,,Cooperstown Central School District, (607) 547-5364,K-12,"Cooperstown, NY 13326",39 Linden Avenue
,,Copiague Union Free School District, (631) 842-4015,K-12,"Copiague, NY 11726",2650 Great Neck Road
,,Connetquot Central School District, (631) 244-2215,PK-12,"Bohemia, NY 11716",780 Ocean Avenue
,,Colton-Pierrepont Central School District, (315) 262-2100,PK-12,"Colton, NY 13625",4921 New York 56
,,Cornwall Central School District, (845) 534-8009,K-12,"Cornwall-on-Hudson, NY 12520",24 Idlewild Avenue
,,Cold Spring Harbor Central School District, (631) 367-5931,K-12,"Cold Spring Harbor, NY 11724",75 Goose Hill Road
,,Commack Union Free School District, (631) 912-2010,K-12,"East Northport, NY 11731",480 Clay Pitts Road
,,Cobleskill-Richmondville Central School District, (518) 234-4032,PK-12,"Cobleskill, NY 12043",155 Washington Avenue
,,Cohoes City School District, (518) 237-0100,K-12,"Cohoes, NY 12047",7 Bevan Street
,,Clymer Central School District, (716) 355-4444,PK-12,"Clymer, NY 14724",8672 East Main Street
,,Clyde-Savannah Central School District, (315) 902-3000,PK-12,"Clyde, NY 14433",215 Glasgow Street
,,Clifton-Fine Central School District, (315) 848-3333,PK-12,"Star Lake, NY 13690",11 Hall Avenue
,,Cleveland Hill Union Free School District, (716) 836-7200,PK-12,"Cheektowaga, NY 14225",105 Mapleview Road
,,Clarkstown Central School District, (845) 639-6418,K-12,"New City, NY 10956",62 Old Middletown Road
,,Clinton Central School District, (315) 557-2253,K-12,"Clinton, NY 13323",75 Chenango Avenue South
,,Cincinnatus Central School District, (607) 863-4069,PK-12,"Cincinnatus, NY 13040",2809 Cincinnatus Road
,,Churchville-Chili Central School District, (585) 293-1800,K-12,"Churchville, NY 14428",139 Fairbanks Road
,,Clarence Central School District, (716) 407-9102,K-12,"Clarence, NY 14031",9625 Main Street
,,Chittenango Central School District, (315) 687-2840,K-12,"Chittenango, NY 13037",1732 Fyler Road
,,Chester Union Free School District, (845) 469-5052,K-12,"Chester, NY 10918",64 Hambletonian Avenue
,,Cherry Valley-Springfield Central School District, (607) 264-9332,PK-12,"Cherry Valley, NY 13320",597 County Hwy 54
,,Cheektowaga-Maryvale Union Free School District, (716) 631-7407,PK-12,"Buffalo, NY 14225",1050 Maryvale Drive
,,Chenango Forks Central School District, (607) 648-7543,PK-12,"Binghamton, NY 13901",1 Gordon Drive
,,Cheektowaga-Sloan Union Free School District, (716) 891-6402,PK-12,"Buffalo, NY 14212",166 Halstead Avenue
,,Cheektowaga Central School District, (716) 686-3606,PK-12,"Buffalo, NY 14225",3600 Union Road
,,Chazy Union Free School District, (518) 846-7135,K-12,"Chazy, NY 12921",609 Miner Farm Road
,,Chenango Valley Central School District, (607) 762-6801,PK-12,"Binghamton, NY 13901",221 Chenango Bridge Road
,,Chautauqua Lake Central School District, (716) 753-5808,PK-12,"Mayville, NY 14757",100 North Erie Street
,,Chateaugay Central School District, (518) 497-6420,PK-12,"Chateaugay, NY 12920",42 River Street
,,Chatham Central School District, (518) 392-1501,PK-12,"Chatham, NY 12037",50 Woodbridge Avenue
,,Charlotte Valley Central School District, (607) 278-5511,PK-12,"Davenport, NY 13750",15611 New York 23
,,Central Valley Central School District At Ilion-Mohawk, (315) 894-9934,PK-12,"Ilion, NY 13357",111 Frederick Street
,,Chappaqua Central School District, (914) 238-7200,K-12,"Chappaqua, NY 10514",66 Roaring Brook Road
,,Central Square Central School District, (315) 668-4220,PK-12,"Central Square, NY 13036",642 South Main Street
,,Cattaraugus-Little Valley Central School District, (716) 257-5292,PK-12,"Cattaraugus, NY 14719",25 North Franklin Street
,,Center Moriches Union Free School District, (631) 878-0052,K-12,"Center Moriches, NY 11934",529 Main Street
,,Cazenovia Central School District, (315) 655-1317,K-12,"Cazenovia, NY 13035",31 Emory Avenue
,,Catskill Central School District, (518) 943-4696,PK-12,"Catskill, NY 12414",343 West Main Street
,,Central Islip Union Free School District, (631) 348-5001,PK-12,"Central Islip, NY 11722",50 Wheeler Road
,,Cato-Meridian Central School District, (315) 626-3439,PK-12,"Cato, NY 13033",2851 Nys Route 370
,,Cassadaga Valley Central School District, (716) 962-5155,PK-12,"Sinclairville, NY 14782",5935 New York 60
,,Carmel Central School District, (845) 878-2094,K-12,"Patterson, NY 12563",81 South Street
,,Canton Central School District, (315) 386-8561,PK-12,"Canton, NY 13617",99 State Street
,,Canisteo-Greenwood Central School District, (607) 698-4225,PK-12,"Canisteo, NY 14823",84 Greenwood Street
,,Carle Place Union Free School District, (516) 622-6442,K-12,"Carle Place, NY 11514",168 Cherry Lane
,,Candor Central School District, (607) 659-5010,K-12,"Candor, NY 13743",1 Academy St
,,Carthage Central School District, (315) 493-5120,K-12,"Carthage, NY 13619",25059 Woolworth St
,,Canastota Central School District, (315) 697-2025,K-12,"Canastota, NY 13032",120 Roberts Street
,,Canajoharie Central School District, (518) 673-6302,PK-12,"Canajoharie, NY 13317",136 Scholastic Way
,,Canaseraga Central School District, (607) 545-6421,PK-12,"Canaseraga, NY 14822",48 Main Street
,,Canandaigua City School District, (585) 396-3710,PK-12,"Canandaigua, NY 14424",143 North Pearl Street
,,Campbell-Savona Central School District, (607) 527-9800,PK-12,"Campbell, NY 14821",8455 County Road 125
,,Camden Central School District, (315) 245-4075,PK-12,"Camden, NY 13316",51 3rd Street
,,Cambridge Central School District, (518) 677-2653,PK-12,"Cambridge, NY 12816",58 South Park Street
,,Caledonia-Mumford Central School District, (585) 538-3400,PK-12,"Caledonia, NY 14423",99 North Street
,,Cairo-Durham Central School District, (518) 622-8534,K-12,"Cairo, NY 12413",424 Main Street
,,Byron-Bergen Central School District, (585) 494-1220,PK-12,"Bergen, NY 14416",6917 West Bergen Road
,,Byram Hills Central School District, (914) 273-4082,K-12,"North Castle, NY 10504",10 Tripp Lane
,,Brunswick Central School District (Brittonkill), (518) 279-4600,PK-12,"Troy, NY 12180",3992 New York 2
,,Brushton-Moira Central School District, (518) 529-8942,PK-12,"Brushton, NY 12916",758 County Route 7
,,Brookfield Central School District, (315) 899-3323,PK-12,"West Edmeston, NY 13485",1910 Fairground Road
,,Brookhaven-Comsewogue Union Free School District, (631) 474-8105,PK-12,"Port Jefferson Station, NY 11776",290 Norwood Avenue
,,Bronxville Union Free School District, (914) 395-0500,K-12,"Bronxville, NY 10708",177 Pondfield Road
,,Burnt Hills-Ballston Lake Central School District, (518) 399-9141,K-12,"Schenectady, NY 12302",50 Cypress Drive
,,Brocton Central School District, (716) 792-2173,PK-12,"Brocton, NY 14716",138 West Main Street
,,Brockport Central School District, (585) 637-1810,PK-12,"Brockport, NY 14420",40 Allen Street
,,Broadalbin-Perth Central School District, (518) 954-2500,PK-12,"Broadalbin, NY 12025",20 Pine Street
,,Brighton Central School District, (585) 242-5200,K-12,"Rochester, NY 14618",2035 Monroe Avenue
,,Bridgehampton Union Free School District, (631) 537-0271,PK-12,"Water Mill, NY 11976",2685 Montauk Highway
,,Buffalo City School District, (716) 816-3575,PK-12,"Buffalo, NY 14219",712 City View Avenue
,,Bradford Central School District, (607) 583-4616,PK-12,"Bradford, NY 14815",2820 New York 226
,,Brentwood Union Free School District, (631) 434-2325,PK-12,"Brentwood, NY 11717",52 Third Street
,,Briarcliff Manor Union Free School District, (914) 432-8115,K-12,"Briarcliff Manor, NY 10510",45 Ingham Road
,,Brasher Falls Central School District, (315) 389-5131,PK-12,"Lawrence, NY 13613",1039 New York 11C
,,Bolton Central School District, (518) 644-2400,PK-12,"Bolton, NY 12814",26 Horicon Avenue
,,Blind Brook-Rye Union Free School District, (914) 937-3600,K-12,"Rye Brook, NY 10573",390 North Ridge Street
http://www.bethpagecommunity.com/Schools/,bethpagecommunity.com,Bethpage Union Free School District, (516) 644-4001,K-12,"Bethpage, NY 11714",10 Cherry Avenue
,,Brewster Central School District, (845) 279-8000,K-12,"Brewster, NY 10509",30 Farm to Market Road
,,Berne-Knox-Westerlo Central School District, (518) 872-1293,K-12,"Berne, NY 12023",1738 Helderberg Trail
,,Bolivar-Richburg Central School District, (585) 928-2561,PK-12,"Bolivar, NY 14715",100 School Street
,,Bethlehem Central School District, (518) 439-7098,K-12,"Delmar, NY 12054",700 Delaware Avenue
,,Berlin Central School District, (518) 658-2690,K-12,"Cherry Plain, NY 12040",17400 New York 22
,,Berkshire Union Free School District, (518) 781-3500,7-12,"Canaan, NY 12029",13640 New York 22
,,Bellmore-Merrick Central High School District, (516) 992-1001,7-12,"North Merrick, NY 11566",1260 Meadowbrook Road
,,Bemus Point Central School District, (716) 386-2375,PK-12,"Bemus Point, NY 14712",3980 Dutch Hollow Rd
,,Binghamton City School District, (607) 762-8100,PK-12,"Binghamton, NY 13901",164 Hawley Street
,,Bellmore Union Free School District, (516) 679-2909,K-6,"Bellmore, NY 11710",580 Winthrop Avenue
,,Believe Northside Charter High School, (718) 782-9830,9-12,"Brooklyn, NY 11222",424 Leonard St4th Fl
http://www.bhpanthers.org/bellevillehcs/site/default.asp,bhpanthers.org,Belleville-Henderson Central School District, (315) 846-5826,PK-12,"Adams, NY 13605",8372 County Road 75
,,Bedford Stuyvesant New Beginnings Charter School, (212) 437-8318,K-8,"Brooklyn, NY 11213",82 Lewis Ave
,,Belfast Central School District, (585) 365-9940,PK-12,"Belfast, NY 14711",1 King Street
,,Beaver River Central School District, (315) 346-1211,PK-12,"Castorland, NY 13620",9508 Artz Road
,,Bedford Central School District, (914) 241-6010,PK-12,"Mount Kisco, NY 10549",632 South Bedford Road
,,Beacon City School District, (845) 838-6900,PK-12,"Beacon, NY 12508",10 Education Drive
,,Bayport-Blue Point Union Free School District, (631) 472-7860,K-12,"Bayport, NY 11705",189 Academy Street
,,Bay Shore Union Free School District, (631) 968-1115,K-12,"Bay Shore, NY 11706",75 Perkal Street
,,Bath Central School District, (607) 776-3301,PK-12,"Bath, NY 14810",25 Ellas Avenue
,,Beekmantown Central School District, (518) 324-2999,PK-12,"Plattsburgh, NY 12901",37 Eagle Way
,,Batavia City School District, (585) 343-2480,PK-12,"Batavia, NY 14020",260 State Street
,,Ballston Spa Central School District, (518) 884-7195,K-12,"Ballston Spa, NY 12020",70 Malta Avenue
,,Barker Central School District, (716) 795-3832,PK-12,"Barker, NY 14012",1628 Quaker Road
,,Baldwin Union Free School District, (516) 377-9271,K-12,"Baldwin, NY 11510",960 Hastings Street
,,Baldwinsville Central School District, (315) 638-6043,K-12,"Baldwinsville, NY 13027",29 East Oneida Street
,,Bainbridge-Guilford Central School District, (607) 967-6321,PK-12,"Bainbridge, NY 13733",18 Juliand Street
,,Avoca Central School District, (607) 566-2221,K-12,"Avoca, NY 14809",1729 Oliver St
,,Avon Central School District, (585) 226-2455,K-12,"Avon, NY 14414",191 Clinton Street
,,Babylon Union Free School District, (631) 893-7925,K-12,"Babylon, NY 11702",50 Railroad Avenue
,,Averill Park Central School District, (518) 674-7055,K-12,"Averill Park, NY 12018",146 Gettle Road
,,Auburn City School District, (315) 255-8835,K-12,"Auburn, NY 13021",78 Thornton Avenue
,,Ausable Valley Central School District, (518) 834-2845,K-12,"Keeseville, NY 12924",1273 New York 9N
,,Attica Central School District, (585) 591-2173,K-12,"Attica, NY 14011",3338 East Main Street Road
,,Albany City School District, (518) 475-6010,PK-12,"Albany, NY 12207",Academy Park
,,Akron Central School District, (716) 542-5006,K-12,"Akron, NY 14001",47 Bloomingdale Avenue
,,Arlington Central School District, (845) 486-4460,K-12,"Lagrangeville, NY 12540",144 Todd Hill Road
,,Albion Central School District, (585) 589-2056,PK-12,"Albion, NY 14411",324 East Avenue
,,Afton Central School District, (607) 639-8229,PK-12,"Afton, NY 13730",29 Academy Street
,,Adirondack Central School District, (315) 942-9200,PK-12,"Boonville, NY 13309",110 Ford Street
,,Addison Central School District, (607) 359-2244,PK-12,"Addison, NY 14801",7 Cleveland Drive
